# 検索で拾った候補。ここは間違いが混ざっていてよい。
# x_posts.py verify が oEmbed で実在・投稿者・本文を確かめ、
# 通ったものだけ x_posts.tsv に、怪しいものは _review_x.tsv に振り分ける。
cid	vid	character	status_url	match	note
c34863	v16049	静間草太	https://x.com/pm_pwp/status/815215091272425472	full	紹介らしい ｜ 【POSSESSION MAGENTA】静間 草太 CV:斉藤壮馬「年が明けて、家族以外で初めて顔を会わせる相手がお前っ
c34864	v16049	燈山 光介	https://x.com/pm_pwp/status/815215301755183104	unique	紹介らしい ｜ 【POSSESSION MAGENTA】橙山 光介 CV:増田俊樹「Beautiful！着物姿最高に似合ってる！このまま
c34865	v16049	青葉 大河	https://x.com/pm_pwp/status/815215548086685700	full	紹介らしい ｜ 【POSSESSION MAGENTA】青葉 大河 CV:石川界人「まだ奏以外のヤツには会ってないよな？つーことは、今年
c34866	v16049	蘇 明杰	https://x.com/pm_pwp/status/815215765301260288	full	紹介らしい ｜ 【POSSESSION MAGENTA】蘇 明杰 CV:小野友樹「ククッ、どうやらまだ寝ぼけているようだな。一緒に新年を
c34867	v16049	桃井 優一郎	https://x.com/pm_pwp/status/815215938702192641	full	紹介らしい ｜ 【POSSESSION MAGENTA】桃井 優一郎 CV:岡本信彦「大吉だ…先輩はおみくじどうでしたか？えっ、せ、先輩
c34867	v16049	桃井 優一郎	https://x.com/pm_pwp/status/817205913870180352	full	紹介らしい ｜ 【POSSESSION MAGENTA】本日1月6日は桃井優一郎(ももい ゆういちろう) [CV:岡本信彦]の誕生日です
c37653	v16128	美作 燈真	https://x.com/klap_otomate/status/1950209952821448975	full	紹介らしい ｜ 💐　KLAP!! 10th Anniversary　💐美作燈真　CV： #森久保祥太郎「おまえに会ったあの日から、もう１
c37655	v16128	周防 壮介	https://x.com/klap_otomate/status/1950210204487811238	full	紹介らしい ｜ 【KLAP!! 10th Anniversary】周防壮介　CV： #梶裕貴「んー？　どうしてそんなに見つめてくるの、っ
c37656	v16128	駿河 明人	https://x.com/klap_otomate/status/1950210456452317562	full	紹介らしい ｜ 【KLAP!! 10th Anniversary】駿河明人　CV： # 立花慎之介「俺たちの結婚生活も、すっかり板につい
c37657	v16128	カミル=セッツェリン	https://x.com/klap_otomate/status/1950210708198584367	full	紹介らしい ｜ 【KLAP!! 10th Anniversary】カミル＝セッツェリン　CV： # 木村良平「俺と君のパーティはもう殿堂
c37658	v16128	播磨 奏	https://x.com/klap_otomate/status/1950210959793934350	full	紹介らしい ｜ 【KLAP!! 10th Anniversary】播磨奏　CV： # 岡本信彦「おぬしはわしらの出会いを覚えておるか？」
c37659	v16128	出雲 紫苑	https://x.com/klap_otomate/status/1950211210533917167	full	紹介らしい ｜ 【KLAP!! 10th Anniversary】出雲紫苑　CV： # 杉田智和「貴女との出会いから、もう１０年もの時が
c29752	v1629	鬼崎 拓磨	https://x.com/hiiro_otomate/status/1897210474745221494	full	紹介らしい ｜ 【⛓攻略キャラクター紹介】鬼崎 拓磨（CV.#杉田智和）￣￣￣￣￣￣￣￣￣￣￣￣＜2025年5月15日発売予定＞⛓詳しく
c36152	v1629	鴉取 真弘	https://x.com/hiiro_otomate/status/1897935254503174410	full	紹介らしい ｜ 【⛓攻略キャラクター紹介】鴉取 真弘（CV.#岡野浩介）￣￣￣￣￣￣￣￣￣￣￣￣＜2025年5月15日発売予定＞⛓詳しく
c36153	v1629	狐邑 祐一	https://x.com/hiiro_otomate/status/1899747190286979423	full	紹介らしい ｜ 【⛓攻略キャラクター紹介】狐邑 祐一（CV.#浪川大輔）￣￣￣￣￣￣￣￣￣￣￣￣￣￣＜2025年5月15日発売予定＞⛓詳
c36154	v1629	大蛇 卓	https://x.com/hiiro_otomate/status/1900471976189145411	full	紹介らしい ｜ 【⛓攻略キャラクター紹介】大蛇 卓（CV.#平川大輔）￣￣￣￣￣￣￣￣￣￣￣＜2025年5月15日発売予定＞⛓詳しくはこ
c36155	v1629	犬戒 慎司	https://x.com/hiiro_otomate/status/1902283909037224294	full	紹介らしい ｜ 【⛓攻略キャラクター紹介】犬戒 慎司（CV.#下和田ヒロキ）￣￣￣￣￣￣￣￣￣￣￣￣￣￣＜2025年5月15日発売予定＞
c36156	v1629	狗谷 遼	https://x.com/hiiro_otomate/status/1904095844309086660	full	紹介らしい ｜ 【⛓攻略キャラクター紹介】狗谷 遼（CV.#野宮一範）￣￣￣￣￣￣￣￣￣￣￣＜2025年5月15日発売予定＞⛓詳しくはこ
c62702	v1715	相馬 主計	https://x.com/HakuokiShinkai/status/1541345598116401152	手入力	紹介らしい ｜ シリーズ最新作『薄桜鬼 真改 天雲ノ抄』キャラクター紹介⑪攻略対象キャラクター⚔相馬主計(CV．#梶裕貴)⏰2022年1
c62703	v1715	坂本 龍馬	https://x.com/HakuokiShinkai/status/1541345595616481281	手入力	紹介らしい ｜ シリーズ最新作『薄桜鬼 真改 天雲ノ抄』キャラクター紹介⑫攻略対象キャラクター⚔坂本龍馬(CV．#小野大輔)⏰2022年
c62704	v1715	伊庭 八郎	https://x.com/HakuokiShinkai/status/1541345599001448448	手入力	紹介らしい ｜ シリーズ最新作『薄桜鬼 真改 天雲ノ抄』キャラクター紹介⑩攻略対象キャラクター⚔伊庭八郎(CV．#宮野真守)⏰2022年
c6947	v1715	土方 歳三	https://x.com/HakuokiShinkai/status/1541345599689150466	手入力	紹介らしい ｜ シリーズ最新作『薄桜鬼 真改 天雲ノ抄』キャラクター紹介②攻略対象キャラクター⚔土方歳三(CV．#三木眞一郎)⏰2022
c6968	v1715	沖田 総司	https://x.com/HakuokiShinkai/status/1541345599726882818	手入力	紹介らしい ｜ シリーズ最新作『薄桜鬼 真改 天雲ノ抄』キャラクター紹介③攻略対象キャラクター⚔沖田総司(CV．#森久保祥太郎)⏰202
c6969	v1715	斎藤 一	https://x.com/HakuokiShinkai/status/1541345603594117120	手入力	紹介らしい ｜ シリーズ最新作『薄桜鬼 真改 天雲ノ抄』キャラクター紹介④攻略対象キャラクター⚔斎藤一(CV．#鳥海浩輔)⏰2022年1
c6970	v1715	藤堂 平助	https://x.com/HakuokiShinkai/status/1541345604453838848	手入力	紹介らしい ｜ シリーズ最新作『薄桜鬼 真改 天雲ノ抄』キャラクター紹介⑤攻略対象キャラクター⚔藤堂平助(CV．#吉野裕行)⏰2022年
c6971	v1715	原田 左之助	https://x.com/HakuokiShinkai/status/1541345591313047552	手入力	紹介らしい ｜ シリーズ最新作『薄桜鬼 真改 天雲ノ抄』キャラクター紹介⑥攻略対象キャラクター⚔原田左之助(CV．#遊佐浩二)⏰2022
c6972	v1715	風間 千景	https://x.com/HakuokiShinkai/status/1541345594479878145	手入力	紹介らしい ｜ シリーズ最新作『薄桜鬼 真改 天雲ノ抄』キャラクター紹介⑬攻略対象キャラクター⚔風間千景(CV．#津田健次郎)⏰2022
c54642	v17287	月下丸	https://x.com/D3P_otome/status/833265545394876418	手入力	手で指定 ｜ 東松山での任務はいかがだったでしょうか？俺は一人の忍びとして貴方と任務が遂行出来て光栄でした。共闘での連携がうまくいった
c54643	v17287	黒雪	https://x.com/D3P_otome/status/833266843460595712	手入力	手で指定 ｜ 任務、お疲れ様！諜報活動とかお茶会とか、一緒に行動できて楽しかったなぁ。あ、でも今度は二人きりで任務に行けるといいよね。
c54644	v17287	百地 蝶治郎	https://x.com/D3P_otome/status/833267372815380480	手入力	手で指定 ｜ 無事任務を終えられ安堵している頃だろうか。初任務の緊張を乗り越え成長を遂げたお前のことは、師として誇りに思う。お前たち弟
c54645	v17287	服部 半蔵	https://x.com/D3P_otome/status/833268249022246915	手入力	手で指定 ｜ 正直、ここまでの働きは期待していなかった。腕は未熟だが鍛錬次第では伸びる可能性もあるだろう。……だが、茶会で話したような
c54646	v17287	石川 五右衛門	https://x.com/D3P_otome/status/833268863999434754	手入力	手で指定 ｜ まさかお嬢ちゃんに一本取られるとは思わなかったな。けど、俺の演技もなかなかのものだったろう？あの家康相手に一計を案じたん
c40066	v17344	シキシマ	https://x.com/BAW_otomate/status/654562137721860096	full	紹介らしい ｜ 【キャラクター情報】シキシマ（CV：石田彰）「僕はどこにでも行くよ。気の向くまま、風の向くまま」#バドウォ pic.tw
c40067	v17344	サトル	https://x.com/BAW_otomate/status/654562343792148480	full	紹介らしい ｜ 【キャラクター情報】サトル（CV：花江夏樹）「ああもう……うっさい。黙れよ……覚えた単語、忘れるだろ……」#バドウォ p
c38576	v17640	アストラム	https://x.com/period_otomate/status/709984715256807424	full	紹介らしい ｜ 【キャラクター×キャスト情報】◆アストラム（CV:櫻井孝宏）◆本名：麻生 透（あそう とおる）年齢：21歳現実：医大生、
c38929	v17640	ヒロヤ	https://x.com/period_otomate/status/709957613627318272	full	紹介らしい ｜ 【キャラクター×キャスト情報】◆ヒロヤ（CV:岡本信彦)◆本名：橘 紘也（たちばな ひろや）年齢：17歳現実：高校2年生
c38941	v17640	ラディウス	https://x.com/period_otomate/status/709957754161647617	full	紹介らしい ｜ 【キャラクター×キャスト情報】◆ラディウス（CV:前野智昭）◆本名：藍條 玲（あいじょう れい）年齢：18歳現実：大学1
c43651	v17640	リベラ	https://x.com/period_otomate/status/709970983973756928	full	紹介らしい ｜ 【キャラクター×キャスト情報】◆リベラ（CV:花江夏樹）◆本名：結城 琉久（ゆうき りく）年齢：14歳現実：中学2年生、
c43659	v17640	ザイン	https://x.com/period_otomate/status/709999909722791937	full	紹介らしい ｜ 【キャラクター×キャスト情報】◆ザイン（CV:平川大輔）◆本名：なし年齢：18歳くらい現実：存在なし公式サイト⇒(htt
c48031	v17640	ディメント	https://x.com/period_otomate/status/710029910232797184	full	紹介らしい ｜ 【キャラクター×キャスト情報】◆ディメント（CV:梅原裕一郎)◆本名：烏羽 湊（からすば みなと）年齢：22歳現実：コン
c71092	v17640	志貴	https://x.com/period_otomate/status/710014699560148992	full	紹介らしい ｜ 【キャラクター×キャスト情報】◆志貴（CV:鳥海浩輔）◆本名：志貴年齢：21歳現実：医大生公式サイト⇒(https://
c47582	v17641	火ノ宮 一輝	https://x.com/PE6_otomate/status/916170762297339904	full	紹介らしい ｜ ☆彡発売１周年記念☆彡【❤一輝ツイート❤】火ノ宮一輝(CV.鈴木達央)「元気だったか！？なかなか迎えにいけなくてごめんな
c47583	v17641	水瀬 碧	https://x.com/PE6_otomate/status/916218589916491776	full	紹介らしい ｜ ☆彡発売１周年記念☆彡【💙碧ツイート💙】水瀬 碧(CV.細谷佳正)「お前はもう俺のことなんか忘れてるんじゃねぇかって思っ
c47593	v17641	木夜 椎名	https://x.com/PE6_otomate/status/916204655595499520	full	紹介らしい ｜ ☆彡発売１周年記念☆彡【💚椎名ツイート💚】木夜椎名(CV.梶 裕貴)「遅くなってすみません。君になんて伝えたらいいかわか
c47595	v17641	美土宇 昴	https://x.com/PE6_otomate/status/916184747289612289	full	紹介らしい ｜ ☆彡発売１周年記念☆彡【💜昴ツイート💜】美土宇昴(CV.諏訪部順一)「君と離れてから随分経つけれど、まだ俺のことを想って
c47596	v17641	黒崎 司	https://x.com/PE6_otomate/status/916195243900379137	full	紹介らしい ｜ ☆彡発売１周年記念☆彡【♠司ツイート♠】黒崎 司(CV.島﨑信長)「そろそろオレと一緒に来る決心はついた？君が望むならい
c47598	v17641	皇 日高	https://x.com/PE6_otomate/status/916212446427176960	full	紹介らしい ｜ ☆彡発売１周年記念☆彡【☀日高ツイート☀】皇 日高(CV.関 智一)「なあ、あいつらとあんまり会えないからって、そんなに
c39873	v17750	中山 ひなこ	https://x.com/kenkabancho_o/status/1843494776630599697	full	紹介らしい ｜ 【#喧嘩番長乙女 キャラクター紹介】中山ひなこ（※名前は変更可能）本作の主人公。物心ついた時から孤児として施設におり、施
c39874	v17750	箕輪 斗々丸	https://x.com/kenkabancho_o/status/1844581189623087223	full	紹介らしい ｜ 【#喧嘩番長乙女 キャラクター紹介】箕輪 斗々丸（C.V. #KENN ）入学早々クラスをシメようとイキがっていたところ
c39875	v17750	金春 貴之	https://x.com/kenkabancho_o/status/1846106237395403255	full	紹介らしい ｜ 【#喧嘩番長乙女 キャラクター紹介】金春 貴之（C.V.  #蒼井翔太 ）主人公の隣のクラスで、学年最強の男。柔術使いで
c39876	v17750	吉良 麟太郎	https://x.com/kenkabancho_o/status/1847117902190989556	full	紹介らしい ｜ 【#喧嘩番長乙女 キャラクター紹介】吉良 麟太郎（C.V. #細谷佳正 ）2年生のヤンキーで、2年では実力ナンバーワンと
c39877	v17750	未良子 裕太	https://x.com/kenkabancho_o/status/1848567453313364314	full	紹介らしい ｜ 【#喧嘩番長乙女 キャラクター紹介】未良子 裕太（C.V. #柿原徹也 ）吉良と並ぶ実力を持つと言われている、2年生のヤ
